id,name,city,country,iata,icao,lat,lon,alt
1,Goroka_Airport,Goroka,Papua_New_Guinea,GKA,AYGA,-6.081689835,145.3919983,5282
2,Madang_Airport,Madang,Papua_New_Guinea,MAG,AYMD,-5.207079887,145.7890015,20
3,Mount_Hagen_Kagamuga_Airport,Mount_Hagen,Papua_New_Guinea,HGU,AYMH,-5.826789856,144.2960052,5388
4,Nadzab_Airport,Nadzab,Papua_New_Guinea,LAE,AYNZ,-6.569803,146.725977,239
5,Port_Moresby_Jacksons_International_Airport,Port_Moresby,Papua_New_Guinea,POM,AYPY,-9.443380356,147.2200012,146
6,Wewak_International_Airport,Wewak,Papua_New_Guinea,WWK,AYWK,-3.583830118,143.6690063,19
7,Narsarsuaq_Airport,Narssarssuaq,Greenland,UAK,BGBW,61.16049957,-45.42599869,112
8,Godthaab_/_Nuuk_Airport,Godthaab,Greenland,GOH,BGGH,64.19090271,-51.67810059,283
9,Kangerlussuaq_Airport,Sondrestrom,Greenland,SFJ,BGSF,67.0122219,-50.71160316,165
10,Thule_Air_Base,Thule,Greenland,THU,BGTL,76.53119659,-68.70320129,251
11,Akureyri_Airport,Akureyri,Iceland,AEY,BIAR,65.66000366,-18.0727005,6
12,Egilsstadir_Airport,Egilsstadir,Iceland,EGS,BIEG,65.28330231,-14.40139961,76
13,Hornafj"ordur_Airport,Hofn,Iceland,HFN,BIHN,64.295601,-15.2272,24
14,H'usav'ik_Airport,Husavik,Iceland,HZK,BIHU,65.952301,-17.426001,48
15,'Isafj"ordur_Airport,Isafjordur,Iceland,IFJ,BIIS,66.05809784,-23.13529968,8
16,Keflavik_International_Airport,Keflavik,Iceland,KEF,BIKF,63.98500061,-22.60560036,171
17,Patreksfj"ordur_Airport,Patreksfjordur,Iceland,PFJ,BIPA,65.555801,-23.965,11
18,Reykjavik_Airport,Reykjavik,Iceland,RKV,BIRK,64.12999725,-21.94059944,48
19,Siglufj"ordur_Airport,Siglufjordur,Iceland,SIJ,BISI,66.133301,-18.9167,10
20,Vestmannaeyjar_Airport,Vestmannaeyjar,Iceland,VEY,BIVM,63.42430115,-20.27890015,326
21,Sault_Ste_Marie_Airport,Sault_Sainte_Marie,Canada,YAM,CYAM,46.48500061,-84.50939941,630
22,Winnipeg_/_St._Andrews_Airport,Winnipeg,Canada,YAV,CYAV,50.0564003,-97.03250122,760
23,Halifax_/_CFB_Shearwater_Heliport,Halifax,Canada,YAW,CYAW,44.63970184,-63.49940109,144
24,St._Anthony_Airport,St._Anthony,Canada,YAY,CYAY,51.39189911,-56.08309937,108
25,Tofino_/_Long_Beach_Airport,Tofino,Canada,YAZ,CYAZ,49.079833,-125.775583,80
26,Kugaaruk_Airport,Pelly_Bay,Canada,YBB,CYBB,68.534401,-89.808098,56
27,Baie_Comeau_Airport,Baie_Comeau,Canada,YBC,CYBC,49.13249969,-68.20439911,71
28,CFB_Bagotville,Bagotville,Canada,YBG,CYBG,48.33060074,-70.99639893,522
29,Baker_Lake_Airport,Baker_Lake,Canada,YBK,CYBK,64.29889679,-96.07779694,59
30,Campbell_River_Airport,Campbell_River,Canada,YBL,CYBL,49.95080185,-125.2710037,346
31,Brandon_Municipal_Airport,Brandon,Canada,YBR,CYBR,49.91,-99.951897,1343
32,Cambridge_Bay_Airport,Cambridge_Bay,Canada,YCB,CYCB,69.10810089,-105.1380005,90
33,Nanaimo_Airport,Nanaimo,Canada,YCD,CYCD,49.05497022,-123.8698626,92
34,Castlegar/West_Kootenay_Regional_Airport,Castlegar,Canada,YCG,CYCG,49.29639816,-117.6320038,1624
35,Miramichi_Airport,Chatham,Canada,YCH,CYCH,47.007801,-65.449203,108
36,Charlo_Airport,Charlo,Canada,YCL,CYCL,47.990799,-66.330299,132
37,Kugluktuk_Airport,Coppermine,Canada,YCO,CYCO,67.8167038,-115.1439972,74
38,Coronation_Airport,Coronation,Canada,YCT,CYCT,52.07500076,-111.4449997,2595
39,Chilliwack_Airport,Chilliwack,Canada,YCW,CYCW,49.15280151,-121.939003,32
40,Clyde_River_Airport,Clyde_River,Canada,YCY,CYCY,70.48609924,-68.51670074,87
41,Coral_Harbour_Airport,Coral_Harbour,Canada,YZS,CYZS,64.19329834,-83.35939789,210
42,Dawson_City_Airport,Dawson,Canada,YDA,CYDA,64.04309845,-139.128006,1215
43,Burwash_Airport,Burwash,Canada,YDB,CYDB,61.37110138,-139.0410004,2647
44,Princeton_Airport,Princeton,Canada,YDC,CYDC,49.4681015,-120.5110016,2298
45,Deer_Lake_Airport,Deer_Lake,Canada,YDF,CYDF,49.21080017,-57.39139938,72
46,Dease_Lake_Airport,Dease_Lake,Canada,YDL,CYDL,58.42219925,-130.0319977,2600
47,Dauphin_Barker_Airport,Dauphin,Canada,YDN,CYDN,51.10079956,-100.052002,999
48,Dawson_Creek_Airport,Dawson_Creek,Canada,YDQ,CYDQ,55.74229813,-120.1829987,2148
49,Edmonton_International_Airport,Edmonton,Canada,YEG,CYEG,53.30970001,-113.5800018,2373
50,Arviat_Airport,Eskimo_Point,Canada,YEK,CYEK,61.09420013,-94.07080078,32
51,Estevan_Airport,Estevan,Canada,YEN,CYEN,49.21030045,-102.9660034,1905
52,Edson_Airport,Edson,Canada,YET,CYET,53.57889938,-116.4649963,3043
53,Eureka_Airport,Eureka,Canada,YEU,CYEU,79.99469757,-85.81420136,256
54,Inuvik_Mike_Zubko_Airport,Inuvik,Canada,YEV,CYEV,68.30419922,-133.4830017,224
55,Iqaluit_Airport,Iqaluit,Canada,YFB,CYFB,63.75640106,-68.55580139,110
56,Fredericton_Airport,Fredericton,Canada,YFC,CYFC,45.8689003,-66.53720093,68
57,Forestville_Airport,Forestville,Canada,\N,CYFE,48.74610138,-69.09719849,293
58,Flin_Flon_Airport,Flin_Flon,Canada,YFO,CYFO,54.67810059,-101.6819992,997
59,Fort_Resolution_Airport,Fort_Resolution,Canada,YFR,CYFR,61.18080139,-113.6900024,526
60,Fort_Simpson_Airport,Fort_Simpson,Canada,YFS,CYFS,61.7602005,-121.2369995,555
61,Kingston_Norman_Rogers_Airport,Kingston,Canada,YGK,CYGK,44.22529984,-76.59690094,305
62,La_Grande_Rivi`ere_Airport,La_Grande_Riviere,Canada,YGL,CYGL,53.62530136,-77.70420074,639
63,Gasp'e_(Michel-Pouliot)_Airport,Gaspe,Canada,YGP,CYGP,48.77529907,-64.47859955,112
64,Geraldton_Greenstone_Regional_Airport,Geraldton,Canada,YGQ,CYGQ,49.77830124,-86.93939972,1144
65,^Iles-de-la-Madeleine_Airport,Iles_De_La_Madeleine,Canada,YGR,CYGR,47.42470169,-61.77809906,35
66,Hudson_Bay_Airport,Hudson_Bay,Canada,YHB,CYHB,52.81669998,-102.310997,1175
67,Dryden_Regional_Airport,Dryden,Canada,YHD,CYHD,49.83169937,-92.74420166,1354
68,Ulukhaktok_Holman_Airport,Holman_Island,Canada,YHI,CYHI,70.76280212,-117.8059998,117
69,Gjoa_Haven_Airport,Gjoa_Haven,Canada,YHK,CYHK,68.63559723,-95.84970093,152
70,John_C._Munro_Hamilton_International_Airport,Hamilton,Canada,YHM,CYHM,43.17359924,-79.93499756,780
71,Montr'eal_/_Saint-Hubert_Airport,Montreal,Canada,YHU,CYHU,45.51750183,-73.41690063,90
72,Hay_River_/_Merlyn_Carter_Airport,Hay_River,Canada,YHY,CYHY,60.83969879,-115.7829971,541
73,Halifax_/_Stanfield_International_Airport,Halifax,Canada,YHZ,CYHZ,44.88079834,-63.50859833,477
74,Atikokan_Municipal_Airport,Atikokan,Canada,YIB,CYIB,48.77389908,-91.63860321,1408
75,Pond_Inlet_Airport,Pond_Inlet,Canada,YIO,CYIO,72.6832962,-77.96669769,181
76,St_Jean_Airport,St._Jean,Canada,YJN,CYJN,45.29439926,-73.28109741,136
77,Stephenville_Airport,Stephenville,Canada,YJT,CYJT,48.5442009,-58.54999924,84
78,Kamloops_Airport,Kamloops,Canada,YKA,CYKA,50.70220184,-120.4440002,1133
79,Waterloo_Airport,Waterloo,Canada,YKF,CYKF,43.46080017,-80.37860107,1055
80,Schefferville_Airport,Schefferville,Canada,YKL,CYKL,54.80530167,-66.80529785,1709
81,Kindersley_Airport,Kindersley,Canada,YKY,CYKY,51.51750183,-109.1809998,2277
82,Buttonville_Municipal_Airport,Toronto,Canada,YKZ,CYKZ,43.86220169,-79.37000275,650
83,Chapleau_Airport,Chapleau,Canada,YLD,CYLD,47.81999969,-83.34670258,1470
84,Meadow_Lake_Airport,Meadow_Lake,Canada,YLJ,CYLJ,54.12530136,-108.5230026,1576
85,Lloydminster_Airport,Lloydminster,Canada,YLL,CYLL,53.30920029,-110.072998,2193
86,Alert_Airport,Alert,Canada,YLT,CYLT,82.51779938,-62.2806015,100
87,Kelowna_International_Airport,Kelowna,Canada,YLW,CYLW,49.95610046,-119.3779984,1421
88,Mayo_Airport,Mayo,Canada,YMA,CYMA,63.61640167,-135.8679962,1653
89,Moose_Jaw_Air_Vice_Marshal_C._M._McEwen_Airport,Moose_Jaw,Canada,YMJ,CYMJ,50.33029938,-105.5589981,1892
90,Fort_McMurray_Airport,Fort_Mcmurray,Canada,YMM,CYMM,56.65330124,-111.2220001,1211
91,Moosonee_Airport,Moosonee,Canada,YMO,CYMO,51.29109955,-80.60780334,30
92,Maniwaki_Airport,Maniwaki,Canada,YMW,CYMW,46.27280045,-75.99060059,656
93,Montreal_International_(Mirabel)_Airport,Montreal,Canada,YMX,CYMX,45.67950058,-74.03869629,270
94,Natashquan_Airport,Natashquan,Canada,YNA,CYNA,50.18999863,-61.78919983,39
95,Ottawa_/_Gatineau_Airport,Gatineau,Canada,YND,CYND,45.52170181,-75.56359863,211
96,Matagami_Airport,Matagami,Canada,YNM,CYNM,49.76169968,-77.80280304,918
97,Old_Crow_Airport,Old_Crow,Canada,YOC,CYOC,67.57060242,-139.8390045,824
98,CFB_Cold_Lake,Cold_Lake,Canada,YOD,CYOD,54.40499878,-110.2789993,1775
99,High_Level_Airport,High_Level,Canada,YOJ,CYOJ,58.62139893,-117.1650009,1110
100,Ottawa_Macdonald-Cartier_International_Airport,Ottawa,Canada,YOW,CYOW,45.32249832,-75.66919708,374
101,Prince_Albert_Glass_Field,Prince_Albert,Canada,YPA,CYPA,53.21419907,-105.6729965,1405
102,Peace_River_Airport,Peace_River,Canada,YPE,CYPE,56.22689819,-117.4469986,1873
